created_at,source,original_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place,clean_text
2021-06-18 17:56:52+00:00,http://twitter.com/download/iphone,"I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",0.5083333333333333,0.7833333333333333,en,685,221.0,Jmilio54,15,43,0.0,wecandothis covid19,CDCDirector, ,"i m pleased to welcome the #wecandothis bus to atlanta today remember there are 3 easy ways to find a #covid19 vaccine near you:  
  search   
 text your zip code to 438829  
  call 1-800-232-0233"
2021-06-18 17:56:54+00:00,http://twitter.com/download/android,BioCubaFarma says phase 3 clinical trial results for #Cuban #COVID19 #vaccines are due out in a few days. Soberana02 (with and without booster) and Abdala were tested in 85K+ volunteers in Havana and eastern Cuba. @BioCubaFarma @FinlayInstituto @cda_dc @WOLA_org @aperezriverol https://t.co/GkrwLdJX1M,-0.1625,0.2375,en,52,28.0,LilyWad75051099,474,361,0.0,cuban covid19 vaccines,MediccGail, ,biocubafarma says phase 3 clinical trial results for #cuban #covid19 #vaccines are due out in a few days soberana02 (with and without booster) and abdala were tested in 85k+ volunteers in havana and eastern cuba
2021-06-18 17:56:58+00:00,http://twitter.com/download/android,THIS FIRST AID AGENT  NOTICED THAT MOST OF THE AGED PEOPLE HE TOOK CARE OF WERE VICTIMS OF STROKE AND LATER PASSED… https://t.co/iol4J5FQXo,0.1625,0.3083333333333333,en,0,0.0,SammyEyong,14,80,0.0, , , ,this first aid agent  noticed that most of the aged people he took care of were victims of stroke and later passed
2021-06-18 17:57:06+00:00,https://mobile.twitter.com,"It is really something to see new research coming out about damage to the brain, heart, and more from #Covid19. And then watch our government reopen everything and just let Covid and #DeltaVariant spread wildly throughout our country.

Vaccines are great but we need to do more https://t.co/o8vX9TkY0Q",0.3727272727272727,0.4674242424242424,en,4,2.0,trekkerteach12,7778,5990,0.0,covid19,LongCovidNYC, ,"it is really something to see new research coming out about damage to the brain heart and more from #covid19 and then watch our government reopen everything and just let covid and #deltavariant spread wildly throughout our country

vaccines are great but we need to do more"
2021-06-18 17:57:12+00:00,https://mobile.twitter.com,RT @YakiLopez: I guess this is what ethnic cleansing and apartheid look like…🤦🏻‍♂️ https://t.co/3eRJjOZF8W,0.0,0.0,en,22,6.0,emet_news_press,9765,7035,0.0, ,YakiLopez,global,rt : i guess this is what ethnic cleansing and apartheid look like
2021-06-18 17:57:16+00:00,http://twitter.com/download/iphone,Look how pathetically disrespectful the US is with the Pfizer distribution. Mere 400-480 while the others have hund… https://t.co/1KD2TVM0ak,-0.5,0.5,en,0,0.0,edjimimi,371,605,0.0, , ,"austin, tx",look how pathetically disrespectful the us is with the pfizer distribution mere 400-480 while the others have hund
2021-06-18 17:57:18+00:00,https://mobile.twitter.com,"It is really something to see new research coming out about damage to the brain, heart, and more from #Covid19. And then watch our government reopen everything and just let Covid and #DeltaVariant spread wildly throughout our country.

Vaccines are great but we need to do more https://t.co/o8vX9TkY0Q",0.3727272727272727,0.4674242424242424,en,5,3.0,SheriD17536431,470,1240,0.0,covid19,LongCovidNYC,nashville,"it is really something to see new research coming out about damage to the brain heart and more from #covid19 and then watch our government reopen everything and just let covid and #deltavariant spread wildly throughout our country

vaccines are great but we need to do more"
2021-06-18 17:57:19+00:00,http://twitter.com/download/iphone,"Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems.",0.1958333333333333,0.2875,en,67,77.0,DuncanSteele8,48,74,0.0, ,MoetiTshidi, ,"africa is in the midst of a full blown third wave the sobering trajectory of surging cases should rouse everyone into urgent action 

we ve seen in india and elsewhere just how quickly #covid19 can rebound and overwhelm health systems"
2021-06-18 17:57:20+00:00,https://mobile.twitter.com,"@DrTedros ""Less than 2% of Africa’s population has been vaccinated.

Vaccines donated next year will be far too late for those who are dying today, or being infected today, or at risk today""-@DrTedros #COVID19 #VaccinEquity",-0.0916666666666666,0.4166666666666666,en,55,32.0,ChrisRamsden4,678,570,0.0, ,WHO DrTedros,kent,"""less than 2% of africa s population has been vaccinated

vaccines donated next year will be far too late for those who are dying today or being infected today or at risk today""- #covid19 #vaccinequity"
2021-06-18 17:57:22+00:00,http://twitter.com/download/iphone,"So glad to join training day for the DC #COVID19 Community Corps

They will be going door to door and attending events to encourage residents to #TakeTheShotDC 

Together, we’ll crush the virus! https://t.co/Q3MPcnZFJL https://t.co/NibVFurhtd",0.625,1.0,en,6,3.0,stevenlwalker,5769,1848,0.0,covid19,falcicchio,bending stuff towards justice,"so glad to join training day for the dc #covid19 community corps

they will be going door to door and attending events to encourage residents to #taketheshotdc 

together we ll crush the virus"
2021-06-18 17:57:24+00:00,http://twitter.com/download/android,"Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",0.1333333333333333,0.4555555555555555,en,203,95.0,yuccaldo,1309,2618,0.0, ,globalhlthtwit,"#mrna/@pfizer 1.shot, 23.04",dr moeti is head of who in africa and one of the best public health experts and leaders i know hers is a desperate request for vaccines to africa we plead with germany and the uk to lift patent restrictions and urgently transfer technology to enable production in africa
2021-06-18 17:57:30+00:00,http://twitter.com/download/iphone,"[MB] ☀️ WINNIPEG ☀️ 
Available mRNA vaccines!
📍 Scurfield Pharmacy (100 201 Scurfield Blvd)
📞 204-306-4459
💻 https://t.co/cDMOKVMUTW
Call to confirm availability/book appointment! 
#protectmb
https://t.co/7OYAVc9tK1 #VHCDose2 #COVID19MB #vhcMB",0.625,0.4,en,5,2.0,LeahMochula,84,592,0.0, ,VaxHuntersCan, ,"[mb]    winnipeg    
available mrna vaccines
  scurfield pharmacy (100 201 scurfield blvd)
  204-306-4459
  
call to confirm availability/book appointment 
#protectmb
 #vhcdose2 #covid19mb #vhcmb"
2021-06-18 17:57:31+00:00,http://twitter.com/download/android,@robinmonotti2 @RiseOfTheProles BTW🤔🤔Covid19 deaths are super inflated by a rigged PCR test! Using a survival rate of the Covid19 virus of 99.97% the death by vaccines comparison is infinitely higher -try ~1 million times more likely to die by the Covid19 shot than the “actual” virus!! 😳😳😳😳😳😳😳😳😳😳😳 https://t.co/oocr6CtzQZ,0.2333333333333333,0.5533333333333333,en,3,3.0,siborg76,558,1684,0.0, ,GebauerKen robinmonotti2 RiseOfTheProles,"england, united kingdom",btw  covid19 deaths are super inflated by a rigged pcr test using a survival rate of the covid19 virus of 9997% the death by vaccines comparison is infinitely higher -try ~1 million times more likely to die by the covid19 shot than the  actual  virus
2021-06-18 17:57:31+00:00,https://mobile.twitter.com,"Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa. https://t.co/sOgIroihOc",0.1333333333333333,0.4555555555555555,en,203,96.0,DrRobinFawcett,85,110,0.0, ,globalhlthtwit,london,dr moeti is head of who in africa and one of the best public health experts and leaders i know hers is a desperate request for vaccines to africa we plead with germany and the uk to lift patent restrictions and urgently transfer technology to enable production in africa
2021-06-18 17:57:40+00:00,http://twitter.com/download/iphone,"That's great. But there are now *zero* appointments available within a 6 hour driving radius of Winnipeg for anyone who can only get Pfizer for shot 2. 

Save Pfizer for our kids. They don't have a choice between vaccines.

@KindrachukJason @SouradetS #mbpoli",0.4000000000000001,0.7166666666666667,en,29,5.0,signpostpoetry,850,1827,0.0, ,JillianHortonMD,treaty one,"that's great but there are now *zero* appointments available within a 6 hour driving radius of winnipeg for anyone who can only get pfizer for shot 2 

save pfizer for our kids they don't have a choice between vaccines

  #mbpoli"
2021-06-18 17:57:40+00:00,https://mobile.twitter.com,"A free 6/23 webinar will review the state of #COVID19 in Brazil, India, and South Africa and explore what lessons w… https://t.co/a1SfPNXsJ6",0.4,0.8,en,0,0.0,sharon_inouye,6100,1556,0.0,covid19, ,united states,a free 6/23 webinar will review the state of #covid19 in brazil india and south africa and explore what lessons w
2021-06-18 17:57:42+00:00,https://mobile.twitter.com,BioCubaFarma says phase 3 clinical trial results for #Cuban #COVID19 #vaccines are due out in a few days. Soberana02 (with and without booster) and Abdala were tested in 85K+ volunteers in Havana and eastern Cuba. @BioCubaFarma @FinlayInstituto @cda_dc @WOLA_org @aperezriverol https://t.co/GkrwLdJX1M,-0.1625,0.2375,en,54,29.0,laureiropedro1,45,258,0.0,cuban covid19 vaccines,MediccGail, ,biocubafarma says phase 3 clinical trial results for #cuban #covid19 #vaccines are due out in a few days soberana02 (with and without booster) and abdala were tested in 85k+ volunteers in havana and eastern cuba
2021-06-18 17:57:43+00:00,http://twitter.com/download/android,"Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems.",0.1958333333333333,0.2875,en,68,78.0,yuccaldo,1309,2618,0.0, ,MoetiTshidi,"#mrna/@pfizer 1.shot, 23.04","africa is in the midst of a full blown third wave the sobering trajectory of surging cases should rouse everyone into urgent action 

we ve seen in india and elsewhere just how quickly #covid19 can rebound and overwhelm health systems"
2021-06-18 17:57:48+00:00,http://twitter.com/download/iphone,"🚨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen across the continent by more than 20% and deaths have also risen by 15% in the last week

@jriggers reports ~ 🧵
https://t.co/CRDhqPHFWM",0.1666666666666666,0.1888888888888888,en,548,614.0,Sportsmk,755,646,0.0, ,TelGlobalHealth WHOAFRO,texas,"africa is ""in the midst of a full-blown third wave"" of coronavirus the head of  has warned

cases have risen across the continent by more than 20% and deaths have also risen by 15% in the last week

 reports ~"
2021-06-18 17:57:48+00:00,https://about.twitter.com/products/tweetdeck,"It is really something to see new research coming out about damage to the brain, heart, and more from #Covid19. And then watch our government reopen everything and just let Covid and #DeltaVariant spread wildly throughout our country.

Vaccines are great but we need to do more https://t.co/o8vX9TkY0Q",0.3727272727272727,0.4674242424242424,en,6,4.0,RGC_BPPA,2689,5003,0.0,covid19,LongCovidNYC,"lafayette, louisiana","it is really something to see new research coming out about damage to the brain heart and more from #covid19 and then watch our government reopen everything and just let covid and #deltavariant spread wildly throughout our country

vaccines are great but we need to do more"
2021-06-18 17:57:55+00:00,http://twitter.com/download/android,"We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago  https://t.co/o1K0IUGf6Z via @DailyMonitor",-0.2364583333333333,0.3375,en,855,485.0,saanchi_saxena,153,350,0.0,covid19,Winnie_Byanyima, ,"we are dying ugandans need the world to stand with them we need oxygen ppes #covid19 vaccines and money to pay our over-stretched health workers
world we need each other 

oxygen failure kills 30 covid patients at mulago   via"
2021-06-18 17:57:59+00:00,http://twitter.com/download/iphone,"#ERNReCONNET meeting: #SLE and #COVID19 #vaccines 

""That's the reason why ERNs were developed...""

#patientsinvolvement #bestpractices for people living with #SystemicLupusErythematosus https://t.co/IJluIIioyn",0.1,0.3,en,6,4.0,NatxRP,70,305,0.0,ernreconnet sle covid19 vaccines patientsinvolvement,ern_reconnet,"barcelona, espanya","#ernreconnet meeting: #sle and #covid19 #vaccines 

""that's the reason why erns were developed""

#patientsinvolvement #bestpractices for people living with #systemiclupuserythematosus"
2021-06-18 17:57:59+00:00,http://twitter.com/download/android,"""Africa needs millions more doses here &amp; now to curb the third wave.""

In the midst of a third wave of #COVID19 cases in #Africa, Dr @MoetiTshidi calls out for much-needed COVID-19 vaccine doses during this critical time. https://t.co/KUDPXpqq22",0.125,0.325,en,62,48.0,yuccaldo,1309,2619,0.0,covid19,WHOAFRO,"#mrna/@pfizer 1.shot, 23.04","""africa needs millions more doses here &amp; now to curb the third wave""

in the midst of a third wave of #covid19 cases in #africa dr  calls out for much-needed covid-19 vaccine doses during this critical time"
2021-06-18 17:58:01+00:00,https://mobile.twitter.com,"A new @EurobarometerEU survey shows 79% of Europeans intend to get vaccinated against #COVID19 this year. But people aged under 45 are more hesitant.

70% also believe the EU plays a key role in ensuring access to vaccines in their country. 🇪🇺

More info 👇 #StrongerTogether",0.2072727272727272,0.5709090909090909,en,102,50.0,CaleEuropaEdic,2228,2720,0.0,covid19,EU_Commission EurobarometerEU, ,"a new  survey shows 79% of europeans intend to get vaccinated against #covid19 this year but people aged under 45 are more hesitant

70% also believe the eu plays a key role in ensuring access to vaccines in their country   

more info   #strongertogether"
2021-06-18 17:58:02+00:00,http://twitter.com/download/iphone,"We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago  https://t.co/o1K0IUGf6Z via @DailyMonitor",-0.2364583333333333,0.3375,en,855,486.0,chloekam09,478,441,0.0,covid19,Winnie_Byanyima, ,"we are dying ugandans need the world to stand with them we need oxygen ppes #covid19 vaccines and money to pay our over-stretched health workers
world we need each other 

oxygen failure kills 30 covid patients at mulago   via"
2021-06-18 17:58:08+00:00,http://twitter.com/download/android,"Global Partnership is needed to achieve Global Elimination of Cervical Cancer Globally.
#COVID19 has shown that we… https://t.co/sqkhlN56Ld",0.0,0.0,en,0,0.0,runciecwc,6467,2529,0.0,covid19, ,nigeria,"global partnership is needed to achieve global elimination of cervical cancer globally
#covid19 has shown that we"
2021-06-18 17:58:09+00:00,http://twitter.com/download/android,"I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",0.5083333333333333,0.7833333333333333,en,687,222.0,Renee98929893,12,152,0.0,wecandothis covid19,CDCDirector, ,"i m pleased to welcome the #wecandothis bus to atlanta today remember there are 3 easy ways to find a #covid19 vaccine near you:  
  search   
 text your zip code to 438829  
  call 1-800-232-0233"
2021-06-18 17:58:15+00:00,https://mobile.twitter.com,"The US government is lying to us by pretending #Covid19 is over. It is not over. People are still dying daily. Vaccines are fantastic but they are not the only thing we need to do to save lives.

Call your elected officials! https://t.co/muzgCGzd2B",0.1333333333333333,0.6333333333333333,en,0,1.0,corrigan_david,2898,5001,0.0,covid19,LongCovidNYC,"los angeles, ca","the us government is lying to us by pretending #covid19 is over it is not over people are still dying daily vaccines are fantastic but they are not the only thing we need to do to save lives

call your elected officials"
2021-06-18 17:58:28+00:00,http://twitter.com/download/android,IBP South Africa and partners wrote to the Gauteng government in October last year highlighting that residents in Emfuleni Informal settlement do not have basic services to combat COVID - 8 months later the problem continues! #COVID Inequality ~ share the story!,0.0,0.0638888888888888,en,3,5.0,guyinthecorner1,249,375,0.0, ,wkrafchik,south africa,ibp south africa and partners wrote to the gauteng government in october last year highlighting that residents in emfuleni informal settlement do not have basic services to combat covid - 8 months later the problem continues #covid inequality ~ share the story
2021-06-18 17:58:40+00:00,http://twitter.com/download/iphone,"[MB] 🌸 WINNIPEG 🌸 
Available mRNA vaccines!
📍 Atlantic Medical Centre (1054 McPhillips Street)
📞: 204-505-1580
Call to confirm availability/book an appointment!

https://t.co/7OYAVc9tK1

#protectmb #VHCDose2 #COVID19MB #vhcMB",0.25,0.2,en,3,5.0,SandyBiback,910,575,0.0, ,VaxHuntersCan,canada,"[mb]   winnipeg   
available mrna vaccines
  atlantic medical centre (1054 mcphillips street)
 : 204-505-1580
call to confirm availability/book an appointment



#protectmb #vhcdose2 #covid19mb #vhcmb"
2021-06-18 17:58:43+00:00,http://twitter.com/download/android,"More than 10,000 new cases in South Africa's latest report. Positivity rate above 20%. The third wave continues.
 (And two-thirds of new cases are in Gauteng province.)",0.212121212121212,0.4015151515151515,en,7,6.0,FortuneThembo,214,855,0.0, ,geoffreyyork,"johannesburg, south africa","more than 10000 new cases in south africa's latest report positivity rate above 20% the third wave continues
 (and two-thirds of new cases are in gauteng province)"
2021-06-18 17:58:53+00:00,http://twitter.com/download/android,At least one take away seems to me to be that universities may still find themselves facing litigation even if they don't mandate #covid19 #vaccines.,-0.3,0.4,en,10,2.0,JonathanKuo11,19,103,0.0, ,doritmi, ,at least one take away seems to me to be that universities may still find themselves facing litigation even if they don't mandate #covid19 #vaccines
2021-06-18 17:59:01+00:00,https://sproutsocial.com,With the vaccination programme well underway it is important that employers continue to ensure their staff can find… https://t.co/THVSYBFinh,0.4,1.0,en,0,0.0,TamesideCouncil,29688,1104,0.0, , ,"ashton-under-lyne, england",with the vaccination programme well underway it is important that employers continue to ensure their staff can find
2021-06-18 17:59:10+00:00,http://twitter.com/#!/download/ipad,"Not yet vaccinated against COVID-19? Sign up for an appointment and let’s stop the spread! #WeCanDoThis #Arizona 

https://t.co/6SJjjtquRx",0.0,0.0,en,0,0.0,realjacobsumner,974,1329,0.0,wecandothis arizona, ,"glendale, az",not yet vaccinated against covid-19 sign up for an appointment and let s stop the spread #wecandothis #arizona
2021-06-18 17:59:13+00:00,http://twitter.com/download/iphone,"You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14 days between vaccines. Side effects are the same if vaccines are given alone or together. 
 
More about vaccine timing: https://t.co/BV3mN5XdLe. https://t.co/RWrRzhKdEg",0.09375,0.28125,en,107,63.0,HIPhealthy,9396,7492,0.0,covid19,CDCgov,"miami, florida","you can get a #covid19 vaccine and other vaccines including flu and shingles at the same visit you no longer need to wait 14 days between vaccines side effects are the same if vaccines are given alone or together 
 
more about vaccine timing:"
2021-06-18 17:59:14+00:00,http://twitter.com/download/android,RT @Rimmel_Mohydin: HOARDING VACCINES IS COSTING LIVES.,0.0,0.0,en,64,27.0,Morteza22047559,784,601,0.0, ,Rimmel_Mohydin,canada,rt : hoarding vaccines is costing lives
2021-06-18 17:59:22+00:00,http://twitter.com/#!/download/ipad,"Yet another amazingly qualified and courageous doctor, Roger Hodkinson, speaks out against the crazy government policy responses to COVID.  I have condensed his 45 minutes on The Hirewire to 6 Twitter size edits, starting with an overview of interventions and vaccines. https://t.co/WcVq32s9WD",3.7007434154171876e-17,0.6333333333333334,en,536,349.0,williapa81,295,1450,0.0, ,RealJoelSmalley, ,yet another amazingly qualified and courageous doctor roger hodkinson speaks out against the crazy government policy responses to covid  i have condensed his 45 minutes on the hirewire to 6 twitter size edits starting with an overview of interventions and vaccines
2021-06-18 17:59:24+00:00,https://mobile.twitter.com,"@AIPAC Will aipac tell the world that Israel has SOLD EXPIRED vaccines to Palestinians, which could have been disastrous to Palestinians, making the covid19 crisis far worse, leading to more Palestinian deaths? #ThisisIsrael. https://t.co/WTPn9XMSvs",-0.125,0.725,en,8,10.0,LallaMina13,142,367,0.0, ,itranslate123 AIPAC,"earth, milky way",will aipac tell the world that israel has sold expired vaccines to palestinians which could have been disastrous to palestinians making the covid19 crisis far worse leading to more palestinian deaths #thisisisrael
2021-06-18 17:59:36+00:00,http://twitter.com/download/android,"17 June 2021: #COVID19 in South Africa 🇿🇦

Daily test positivity rate at 22.6% today, that's a positive test for every 4-5 tests processed 🚩

The increase in test positivity rate, 7-day average at 18.7%, confirming the rapid rise in infections 📈

#Rid1TweetsOnCovid #coronavirus https://t.co/LKarZlmwgg",0.0257575757575757,0.3151515151515151,en,160,63.0,marissalangeni,1070,666,0.0,covid19,rid1tweets,jhb,"17 june 2021: #covid19 in south africa   

daily test positivity rate at 226% today that's a positive test for every 4-5 tests processed  

the increase in test positivity rate 7-day average at 187% confirming the rapid rise in infections  

#rid1tweetsoncovid #coronavirus"
2021-06-18 17:59:39+00:00,http://twitter.com/download/android,RT @wef: Study: Most people support sharing vaccines with other countries https://t.co/LrZJO0BFVA #covid19 #vaccines https://t.co/qPbTFhiM0E,0.1875,0.4375,en,31,16.0,nitin_na3,57,759,0.0,covid19 vaccines,wef,"maharashtra, india",rt : study: most people support sharing vaccines with other countries  #covid19 #vaccines
2021-06-18 17:59:42+00:00,http://twitter.com/#!/download/ipad,"[MB] ☀️ WINNIPEG ☀️ 
Available mRNA vaccines!
📍 Scurfield Pharmacy (100 201 Scurfield Blvd)
📞 204-306-4459
💻 https://t.co/cDMOKVMUTW
Call to confirm availability/book appointment! 
#protectmb
https://t.co/7OYAVc9tK1 #VHCDose2 #COVID19MB #vhcMB",0.625,0.4,en,6,3.0,knitntherapist,984,1382,0.0, ,VaxHuntersCan,princeduckie by @vanillacherie,"[mb]    winnipeg    
available mrna vaccines
  scurfield pharmacy (100 201 scurfield blvd)
  204-306-4459
  
call to confirm availability/book appointment 
#protectmb
 #vhcdose2 #covid19mb #vhcmb"
2021-06-18 18:00:00+00:00,https://mobile.twitter.com,"🇨🇦🛂💉🇺🇸

Concerns over whether AstraZeneca recipients will be limited in travel to the U.S. https://t.co/5SQ5w5b6Eh… https://t.co/sdZh1zhstl",-0.0714285714285714,0.1428571428571428,en,0,0.0,vubblePOP,3165,2112,0.0, , ,everywhere,concerns over whether astrazeneca recipients will be limited in travel to the us
2021-06-18 18:00:02+00:00,https://mobile.twitter.com,"PHAC Webinar for Health Care Providers: COVID-19 Variants and Vaccines  
June 23, 2021 @ 12:00pm-1:00 pm EDT
Regist… https://t.co/ubZb1LcjMo",0.0,0.0,en,0,0.0,CACCN1,759,259,0.0, , ,"london, on, canada","phac webinar for health care providers: covid-19 variants and vaccines  
june 23 2021 @ 12:00pm-1:00 pm edt
regist"
